FED,Province_Territory,All_Households,Avg_Income,Median_Income,SE_Avg_Income,Income,Count,right_edges,fit,warn,gini,fed_avg_income,fed_median_income
Moncton,New Brunswick,30010,21380,19382,187,X40000_and_over,2710,Inf,,FALSE,0.3590018186023298,21380,19382
Northumberland-Miramichi,New Brunswick,15725,17783,15476,200,Under_5000,1605,5000,,FALSE,0.3633839851442252,17783,15476
Northumberland-Miramichi,New Brunswick,15725,17783,15476,200,X5000_9999,3070,9999,,FALSE,0.3633839851442252,17783,15476
Northumberland-Miramichi,New Brunswick,15725,17783,15476,200,X10000_14999,2920,14999,,FALSE,0.3633839851442252,17783,15476
Northumberland-Miramichi,New Brunswick,15725,17783,15476,200,X15000_19999,2700,19999,,FALSE,0.3633839851442252,17783,15476
Northumberland-Miramichi,New Brunswick,15725,17783,15476,200,X20000_24999,1870,24999,,FALSE,0.3633839851442252,17783,15476
Northumberland-Miramichi,New Brunswick,15725,17783,15476,200,X25000_29999,1400,29999,,FALSE,0.3633839851442252,17783,15476
Northumberland-Miramichi,New Brunswick,15725,17783,15476,200,X30000_39999,1410,39999,,FALSE,0.3633839851442252,17783,15476
Northumberland-Miramichi,New Brunswick,15725,17783,15476,200,X40000_and_over,750,Inf,,FALSE,0.3633839851442252,17783,15476
Restigouche,New Brunswick,15665,19056,17450,232,Under_5000,1390,5000,,FALSE,0.34531603997812277,19056,17450
Restigouche,New Brunswick,15665,19056,17450,232,X5000_9999,2595,9999,,FALSE,0.34531603997812277,19056,17450
Restigouche,New Brunswick,15665,19056,17450,232,X10000_14999,2670,14999,,FALSE,0.34531603997812277,19056,17450
Restigouche,New Brunswick,15665,19056,17450,232,X15000_19999,2330,19999,,FALSE,0.34531603997812277,19056,17450
Restigouche,New Brunswick,15665,19056,17450,232,X20000_24999,2135,24999,,FALSE,0.34531603997812277,19056,17450
Restigouche,New Brunswick,15665,19056,17450,232,X25000_29999,1655,29999,,FALSE,0.34531603997812277,19056,17450
Restigouche,New Brunswick,15665,19056,17450,232,X30000_39999,1675,39999,,FALSE,0.34531603997812277,19056,17450
Restigouche,New Brunswick,15665,19056,17450,232,X40000_and_over,1205,Inf,,FALSE,0.34531603997812277,19056,17450
Saint John (Saint-Jean),New Brunswick,23600,18495,18495,216,Under_5000,2145,5000,,FALSE,0.35368381431906526,18495,18495
Saint John (Saint-Jean),New Brunswick,23600,18495,18495,216,X5000_9999,3885,9999,,FALSE,0.35368381431906526,18495,18495
Saint John (Saint-Jean),New Brunswick,23600,18495,18495,216,X10000_14999,3560,14999,,FALSE,0.35368381431906526,18495,18495
Saint John (Saint-Jean),New Brunswick,23600,18495,18495,216,X15000_19999,3190,19999,,FALSE,0.35368381431906526,18495,18495
Saint John (Saint-Jean),New Brunswick,23600,18495,18495,216,X20000_24999,2590,24999,,FALSE,0.35368381431906526,18495,18495
Saint John (Saint-Jean),New Brunswick,23600,18495,18495,216,X25000_29999,2495,29999,,FALSE,0.35368381431906526,18495,18495
Saint John (Saint-Jean),New Brunswick,23600,18495,18495,216,X30000_39999,3055,39999,,FALSE,0.35368381431906526,18495,18495
Saint John (Saint-Jean),New Brunswick,23600,18495,18495,216,X40000_and_over,2290,Inf,,FALSE,0.35368381431906526,18495,18495
Westmorland-Kent,New Brunswick,17770,18486,16030,202,Under_5000,1410,5000,,FALSE,0.35276605189784593,18486,16030
Westmorland-Kent,New Brunswick,17770,18486,16030,202,X5000_9999,3440,9999,,FALSE,0.35276605189784593,18486,16030
Westmorland-Kent,New Brunswick,17770,18486,16030,202,X10000_14999,3275,14999,,FALSE,0.35276605189784593,18486,16030
Westmorland-Kent,New Brunswick,17770,18486,16030,202,X15000_19999,2970,19999,,FALSE,0.35276605189784593,18486,16030
Westmorland-Kent,New Brunswick,17770,18486,16030,202,X20000_24999,2305,24999,,FALSE,0.35276605189784593,18486,16030
Westmorland-Kent,New Brunswick,17770,18486,16030,202,X25000_29999,1695,29999,,FALSE,0.35276605189784593,18486,16030
Westmorland-Kent,New Brunswick,17770,18486,16030,202,X30000_39999,1595,39999,,FALSE,0.35276605189784593,18486,16030
Westmorland-Kent,New Brunswick,17770,18486,16030,202,X40000_and_over,955,Inf,,FALSE,0.35276605189784593,18486,16030
York-Sunbury,New Brunswick,27500,22340,20292,185,Under_5000,1955,5000,,FALSE,0.35494430134694077,22340,20292
York-Sunbury,New Brunswick,27500,22340,20292,185,X5000_9999,3590,9999,,FALSE,0.35494430134694077,22340,20292
York-Sunbury,New Brunswick,27500,22340,20292,185,X10000_14999,3315,14999,,FALSE,0.35494430134694077,22340,20292
York-Sunbury,New Brunswick,27500,22340,20292,185,X15000_19999,3590,19999,,FALSE,0.35494430134694077,22340,20292
York-Sunbury,New Brunswick,27500,22340,20292,185,X20000_24999,4095,24999,,FALSE,0.35494430134694077,22340,20292
York-Sunbury,New Brunswick,27500,22340,20292,185,X25000_29999,3280,29999,,FALSE,0.35494430134694077,22340,20292
York-Sunbury,New Brunswick,27500,22340,20292,185,X30000_39999,3930,39999,,FALSE,0.35494430134694077,22340,20292
York-Sunbury,New Brunswick,27500,22340,20292,185,X40000_and_over,2025,Inf,,FALSE,0.35494430134694077,22340,20292
Abitibi,Quebec,28465,23954,21523,209,Under_5000,2715,5000,,FALSE,0.3594262857878677,23954,21523
Abitibi,Quebec,28465,23954,21523,209,X5000_9999,3335,9999,,FALSE,0.3594262857878677,23954,21523
Abitibi,Quebec,28465,23954,21523,209,X10000_14999,3180,14999,,FALSE,0.3594262857878677,23954,21523
Abitibi,Quebec,28465,23954,21523,209,X15000_19999,4010,19999,,FALSE,0.3594262857878677,23954,21523
Abitibi,Quebec,28465,23954,21523,209,X20000_24999,4440,24999,,FALSE,0.3594262857878677,23954,21523
Abitibi,Quebec,28465,23954,21523,209,X25000_29999,3960,29999,,FALSE,0.3594262857878677,23954,21523
Abitibi,Quebec,28465,23954,21523,209,X30000_39999,4260,39999,,FALSE,0.3594262857878677,23954,21523
Abitibi,Quebec,28465,23954,21523,209,X40000_and_over,4125,Inf,,FALSE,0.3594262857878677,23954,21523
Argenteuil-Papineau,Quebec,22050,19917,17126,204,Under_5000,2165,5000,,FALSE,0.38572877630887037,19917,17126
Argenteuil-Papineau,Quebec,22050,19917,17126,204,X5000_9999,3765,9999,,FALSE,0.38572877630887037,19917,17126
Argenteuil-Papineau,Quebec,22050,19917,17126,204,X10000_14999,3550,14999,,FALSE,0.38572877630887037,19917,17126
Argenteuil-Papineau,Quebec,22050,19917,17126,204,X15000_19999,3110,19999,,FALSE,0.38572877630887037,19917,17126
Argenteuil-Papineau,Quebec,22050,19917,17126,204,X20000_24999,2545,24999,,FALSE,0.38572877630887037,19917,17126
Argenteuil-Papineau,Quebec,22050,19917,17126,204,X25000_29999,1810,29999,,FALSE,0.38572877630887037,19917,17126
Argenteuil-Papineau,Quebec,22050,19917,17126,204,X30000_39999,2465,39999,,FALSE,0.38572877630887037,19917,17126
Argenteuil-Papineau,Quebec,22050,19917,17126,204,X40000_and_over,1810,Inf,,FALSE,0.38572877630887037,19917,17126
Beauce,Quebec,23865,20471,17735,202,Under_5000,2005,5000,,FALSE,0.3600223723264746,20471,17735
Beauce,Quebec,23865,20471,17735,202,X5000_9999,3595,9999,,FALSE,0.3600223723264746,20471,17735
Beauce,Quebec,23865,20471,17735,202,X10000_14999,3755,14999,,FALSE,0.3600223723264746,20471,17735
Beauce,Quebec,23865,20471,17735,202,X15000_19999,3895,19999,,FALSE,0.3600223723264746,20471,17735
Beauce,Quebec,23865,20471,17735,202,X20000_24999,3295,24999,,FALSE,0.3600223723264746,20471,17735
Beauce,Quebec,23865,20471,17735,202,X25000_29999,2225,29999,,FALSE,0.3600223723264746,20471,17735
Beauce,Quebec,23865,20471,17735,202,X30000_39999,2700,39999,,FALSE,0.3600223723264746,20471,17735
Beauce,Quebec,23865,20471,17735,202,X40000_and_over,1995,Inf,,FALSE,0.3600223723264746,20471,17735
Beauharnois-Salaberry,Quebec,25690,20644,18466,184,Under_5000,2330,5000,,FALSE,0.3571602769748855,20644,18466
Beauharnois-Salaberry,Quebec,25690,20644,18466,184,X5000_9999,4080,9999,,FALSE,0.3571602769748855,20644,18466
Beauharnois-Salaberry,Quebec,25690,20644,18466,184,X10000_14999,3710,14999,,FALSE,0.3571602769748855,20644,18466
Beauharnois-Salaberry,Quebec,25690,20644,18466,184,X15000_19999,3415,19999,,FALSE,0.3571602769748855,20644,18466
Beauharnois-Salaberry,Quebec,25690,20644,18466,184,X20000_24999,3510,24999,,FALSE,0.3571602769748855,20644,18466
Beauharnois-Salaberry,Quebec,25690,20644,18466,184,X25000_29999,2785,29999,,FALSE,0.3571602769748855,20644,18466
Beauharnois-Salaberry,Quebec,25690,20644,18466,184,X30000_39999,3295,39999,,FALSE,0.3571602769748855,20644,18466
Beauharnois-Salaberry,Quebec,25690,20644,18466,184,X40000_and_over,2330,Inf,,FALSE,0.3571602769748855,20644,18466
Bellechasse,Quebec,23550,19090,15801,200,Under_5000,2345,5000,,FALSE,0.3847989590025658,19090,15801
Bellechasse,Quebec,23550,19090,15801,200,X5000_9999,4445,9999,,FALSE,0.3847989590025658,19090,15801
Bellechasse,Quebec,23550,19090,15801,200,X10000_14999,4300,14999,,FALSE,0.3847989590025658,19090,15801
Bellechasse,Quebec,23550,19090,15801,200,X15000_19999,3745,19999,,FALSE,0.3847989590025658,19090,15801
Bellechasse,Quebec,23550,19090,15801,200,X20000_24999,2920,24999,,FALSE,0.3847989590025658,19090,15801
Bellechasse,Quebec,23550,19090,15801,200,X25000_29999,1770,29999,,FALSE,0.3847989590025658,19090,15801
Bellechasse,Quebec,23550,19090,15801,200,X30000_39999,2245,39999,,FALSE,0.3847989590025658,19090,15801
Bellechasse,Quebec,23550,19090,15801,200,X40000_and_over,1805,Inf,,FALSE,0.3847989590025658,19090,15801
Berthier-Maskinongé-Lanaudière,Quebec,22750,18969,16077,198,Under_5000,2310,5000,,FALSE,0.3751013097385524,18969,16077
Berthier-Maskinongé-Lanaudière,Quebec,22750,18969,16077,198,X5000_9999,4310,9999,,FALSE,0.3751013097385524,18969,16077
Berthier-Maskinongé-Lanaudière,Quebec,22750,18969,16077,198,X10000_14999,3885,14999,,FALSE,0.3751013097385524,18969,16077
Berthier-Maskinongé-Lanaudière,Quebec,22750,18969,16077,198,X15000_19999,3350,19999,,FALSE,0.3751013097385524,18969,16077
Berthier-Maskinongé-Lanaudière,Quebec,22750,18969,16077,198,X20000_24999,3075,24999,,FALSE,0.3751013097385524,18969,16077
Berthier-Maskinongé-Lanaudière,Quebec,22750,18969,16077,198,X25000_29999,2065,29999,,FALSE,0.3751013097385524,18969,16077
Berthier-Maskinongé-Lanaudière,Quebec,22750,18969,16077,198,X30000_39999,2245,39999,,FALSE,0.3751013097385524,18969,16077
Berthier-Maskinongé-Lanaudière,Quebec,22750,18969,16077,198,X40000_and_over,1590,Inf,,FALSE,0.3751013097385524,18969,16077
Blainville-Deux-Montagnes,Quebec,34970,25576,23639,181,Under_5000,2225,5000,,FALSE,0.32222464741337997,25576,23639
Blainville-Deux-Montagnes,Quebec,34970,25576,23639,181,X5000_9999,3445,9999,,FALSE,0.32222464741337997,25576,23639
Blainville-Deux-Montagnes,Quebec,34970,25576,23639,181,X10000_14999,3505,14999,,FALSE,0.32222464741337997,25576,23639
Blainville-Deux-Montagnes,Quebec,34970,25576,23639,181,X15000_19999,4340,19999,,FALSE,0.32222464741337997,25576,23639
Blainville-Deux-Montagnes,Quebec,34970,25576,23639,181,X20000_24999,5265,24999,,FALSE,0.32222464741337997,25576,23639
Blainville-Deux-Montagnes,Quebec,34970,25576,23639,181,X25000_29999,4515,29999,,FALSE,0.32222464741337997,25576,23639
Blainville-Deux-Montagnes,Quebec,34970,25576,23639,181,X30000_39999,5330,39999,,FALSE,0.32222464741337997,25576,23639
Blainville-Deux-Montagnes,Quebec,34970,25576,23639,181,X40000_and_over,6734,Inf,,FALSE,0.32222464741337997,25576,23639
Bonaventure-Îles-de-la-Madeleine,Quebec,16430,19922,16526,234,Under_5000,1345,5000,,FALSE,0.3758164132047289,19922,16526
Bonaventure-Îles-de-la-Madeleine,Quebec,16430,19922,16526,234,X5000_9999,3200,9999,,FALSE,0.3758164132047289,19922,16526
Bonaventure-Îles-de-la-Madeleine,Quebec,16430,19922,16526,234,X10000_14999,2895,14999,,FALSE,0.3758164132047289,19922,16526
Bonaventure-Îles-de-la-Madeleine,Quebec,16430,19922,16526,234,X15000_19999,2215,19999,,FALSE,0.3758164132047289,19922,16526
Bonaventure-Îles-de-la-Madeleine,Quebec,16430,19922,16526,234,X20000_24999,2080,24999,,FALSE,0.3758164132047289,19922,16526
Bonaventure-Îles-de-la-Madeleine,Quebec,16430,19922,16526,234,X25000_29999,1555,29999,,FALSE,0.3758164132047289,19922,16526
Bonaventure-Îles-de-la-Madeleine,Quebec,16430,19922,16526,234,X30000_39999,1705,39999,,FALSE,0.3758164132047289,19922,16526
Bonaventure-Îles-de-la-Madeleine,Quebec,16430,19922,16526,234,X40000_and_over,1445,Inf,,FALSE,0.3758164132047289,19922,16526
Bourassa,Quebec,34725,23001,18752,161,Under_5000,3460,5000,,FALSE,0.4563025044463239,23001,18752
Bourassa,Quebec,34725,23001,18752,161,X5000_9999,5285,9999,,FALSE,0.4563025044463239,23001,18752
Bourassa,Quebec,34725,23001,18752,161,X10000_14999,4920,14999,,FALSE,0.4563025044463239,23001,18752
Bourassa,Quebec,34725,23001,18752,161,X15000_19999,4170,19999,,FALSE,0.4563025044463239,23001,18752
Bourassa,Quebec,34725,23001,18752,161,X20000_24999,4885,24999,,FALSE,0.4563025044463239,23001,18752
Bourassa,Quebec,34725,23001,18752,161,X25000_29999,3705,29999,,FALSE,0.4563025044463239,23001,18752
Bourassa,Quebec,34725,23001,18752,161,X30000_39999,4370,39999,,FALSE,0.4563025044463239,23001,18752
Bourassa,Quebec,34725,23001,18752,161,X40000_and_over,1445,Inf,,FALSE,0.4563025044463239,23001,18752
Chambly,Quebec,33905,25143,25143,197,Under_5000,2110,5000,,FALSE,0.3869220936986242,25143,25143
Chambly,Quebec,33905,25143,25143,197,X5000_9999,4105,9999,,FALSE,0.3869220936986242,25143,25143
Chambly,Quebec,33905,25143,25143,197,X10000_14999,3825,14999,,FALSE,0.3869220936986242,25143,25143
Chambly,Quebec,33905,25143,25143,197,X15000_19999,5050,19999,,FALSE,0.3869220936986242,25143,25143
Chambly,Quebec,33905,25143,25143,197,X20000_24999,4885,24999,,FALSE,0.3869220936986242,25143,25143
Chambly,Quebec,33905,25143,25143,197,X25000_29999,4700,29999,,FALSE,0.3869220936986242,25143,25143
Chambly,Quebec,33905,25143,25143,197,X30000_39999,6450,39999,,FALSE,0.3869220936986242,25143,25143
Chambly,Quebec,33905,25143,25143,197,X40000_and_over,2000,Inf,,FALSE,0.3869220936986242,25143,25143
Champlain,Quebec,25850,20150,20180,194,Under_5000,2635,5000,,FALSE,0.3300375949363167,20150,20180
Champlain,Quebec,25850,20150,20180,194,X5000_9999,3825,9999,,FALSE,0.3300375949363167,20150,20180
Champlain,Quebec,25850,20150,20180,194,X10000_14999,3825,14999,,FALSE,0.3300375949363167,20150,20180
Champlain,Quebec,25850,20150,20180,194,X15000_19999,4440,19999,,FALSE,0.3300375949363167,20150,20180
Champlain,Quebec,25850,20150,20180,194,X20000_24999,4170,24999,,FALSE,0.3300375949363167,20150,20180
Champlain,Quebec,25850,20150,20180,194,X25000_29999,3805,29999,,FALSE,0.3300375949363167,20150,20180
Champlain,Quebec,25850,20150,20180,194,X30000_39999,3605,39999,,FALSE,0.3300375949363167,20150,20180
Champlain,Quebec,25850,20150,20180,194,X40000_and_over,2000,Inf,,FALSE,0.3300375949363167,20150,20180
Charlesbourg,Quebec,40955,26791,25080,153,Under_5000,2110,5000,,FALSE,0.3314767529612991,26791,25080
Charlesbourg,Quebec,40955,26791,25080,153,X5000_9999,3445,9999,,FALSE,0.3314767529612991,26791,25080
Charlesbourg,Quebec,40955,26791,25080,153,X10000_14999,3505,14999,,FALSE,0.3314767529612991,26791,25080
Charlesbourg,Quebec,40955,26791,25080,153,X15000_19999,4340,19999,,FALSE,0.3314767529612991,26791,25080
Charlesbourg,Quebec,40955,26791,25080,153,X20000_24999,5865,24999,,FALSE,0.3314767529612991,26791,25080
Charlesbourg,Quebec,40955,26791,25080,153,X25000_29999,4700,29999,,FALSE,0.3314767529612991,26791,25080
Charlesbourg,Quebec,40955,26791,25080,153,X30000_39999,6450,39999,,FALSE,0.3314767529612991,26791,25080
Charlesbourg,Quebec,40955,26791,25080,153,X40000_and_over,6775,Inf,,FALSE,0.3314767529612991,26791,25080
Charlevoix,Quebec,20260,21635,19209,214,Under_5000,1540,5000,,FALSE,0.3477289288062575,21635,19209
Charlevoix,Quebec,20260,21635,19209,214,X5000_9999,3040,9999,,FALSE,0.3477289288062575,21635,19209
Charlevoix,Quebec,20260,21635,19209,214,X10000_14999,3055,14999,,FALSE,0.3477289288062575,21635,19209
Charlevoix,Quebec,20260,21635,19209,214,X15000_19999,2930,19999,,FALSE,0.3477289288062575,21635,19209
Charlevoix,Quebec,20260,21635,19209,214,X20000_24999,2905,24999,,FALSE,0.3477289288062575,21635,19209
Charlevoix,Quebec,20260,21635,19209,214,X25000_29999,1935,29999,,FALSE,0.3477289288062575,21635,19209
Charlevoix,Quebec,20260,21635,19209,214,X30000_39999,2665,39999,,FALSE,0.3477289288062575,21635,19209
Charlevoix,Quebec,20260,21635,19209,214,X40000_and_over,2475,Inf,,FALSE,0.3477289288062575,21635,19209
Châteauguay,Quebec,27760,24754,23398,179,Under_5000,1715,5000,,FALSE,0.3305543126245145,24754,23398
Châteauguay,Quebec,27760,24754,23398,179,X5000_9999,2725,9999,,FALSE,0.3305543126245145,24754,23398
Châteauguay,Quebec,27760,24754,23398,179,X10000_14999,3725,14999,,FALSE,0.3305543126245145,24754,23398
Châteauguay,Quebec,27760,24754,23398,179,X15000_19999,3835,19999,,FALSE,0.3305543126245145,24754,23398
Châteauguay,Quebec,27760,24754,23398,179,X20000_24999,4135,24999,,FALSE,0.3305543126245145,24754,23398
Châteauguay,Quebec,27760,24754,23398,179,X25000_29999,3755,29999,,FALSE,0.3305543126245145,24754,23398
Châteauguay,Quebec,27760,24754,23398,179,X30000_39999,5030,39999,,FALSE,0.3305543126245145,24754,23398
Châteauguay,Quebec,27760,24754,23398,179,X40000_and_over,3895,Inf,,FALSE,0.3305543126245145,24754,23398
Chicoutimi,Quebec,20350,22740,20608,283,Under_5000,2060,5000,,FALSE,0.36201377649165556,22740,20608
Chicoutimi,Quebec,20350,22740,20608,283,X5000_9999,2275,9999,,FALSE,0.36201377649165556,22740,20608
Chicoutimi,Quebec,20350,22740,20608,283,X10000_14999,2275,14999,,FALSE,0.36201377649165556,22740,20608
Chicoutimi,Quebec,20350,22740,20608,283,X15000_19999,3070,19999,,FALSE,0.36201377649165556,22740,20608
Chicoutimi,Quebec,20350,22740,20608,283,X20000_24999,3060,24999,,FALSE,0.36201377649165556,22740,20608
Chicoutimi,Quebec,20350,22740,20608,283,X25000_29999,2255,29999,,FALSE,0.36201377649165556,22740,20608
Chicoutimi,Quebec,20350,22740,20608,283,X30000_39999,2785,39999,,FALSE,0.36201377649165556,22740,20608
Chicoutimi,Quebec,20350,22740,20608,283,X40000_and_over,2475,Inf,,FALSE,0.36201377649165556,22740,20608
Dollard,Quebec,36970,29322,26123,213,Under_5000,1825,5000,,FALSE,0.32166921115035174,29322,26123
Dollard,Quebec,36970,29322,26123,213,X5000_9999,1850,9999,,FALSE,0.32166921115035174,29322,26123
Dollard,Quebec,36970,29322,26123,213,X10000_14999,3705,14999,,FALSE,0.32166921115035174,29322,26123
Dollard,Quebec,36970,29322,26123,213,X15000_19999,4325,19999,,FALSE,0.32166921115035174,29322,26123
Dollard,Quebec,36970,29322,26123,213,X20000_24999,4535,24999,,FALSE,0.32166921115035174,29322,26123
Dollard,Quebec,36970,29322,26123,213,X25000_29999,4410,29999,,FALSE,0.32166921115035174,29322,26123
Dollard,Quebec,36970,29322,26123,213,X30000_39999,6970,39999,,FALSE,0.32166921115035174,29322,26123
Dollard,Quebec,36970,29322,26123,213,X40000_and_over,8340,Inf,,FALSE,0.32166921115035174,29322,26123
Drummond,Quebec,24725,17002,17002,211,Under_5000,2635,5000,,FALSE,0.3557677246054247,17002,17002
Drummond,Quebec,24725,17002,17002,211,X5000_9999,4110,9999,,FALSE,0.3557677246054247,17002,17002
Drummond,Quebec,24725,17002,17002,211,X10000_14999,3505,14999,,FALSE,0.3557677246054247,17002,17002
Drummond,Quebec,24725,17002,17002,211,X15000_19999,3715,19999,,FALSE,0.3557677246054247,17002,17002
Drummond,Quebec,24725,17002,17002,211,X20000_24999,3540,24999,,FALSE,0.3557677246054247,17002,17002
Drummond,Quebec,24725,17002,17002,211,X25000_29999,2210,29999,,FALSE,0.3557677246054247,17002,17002
Drummond,Quebec,24725,17002,17002,211,X30000_39999,2385,39999,,FALSE,0.3557677246054247,17002,17002
Drummond,Quebec,24725,17002,17002,211,X40000_and_over,2025,Inf,,FALSE,0.3557677246054247,17002,17002
Duvernay,Quebec,31195,26411,28750,212,Under_5000,1390,5000,,FALSE,0.26052416462089223,26411,28750
Duvernay,Quebec,31195,26411,28750,212,X5000_9999,2350,9999,,FALSE,0.26052416462089223,26411,28750
Duvernay,Quebec,31195,26411,28750,212,X10000_14999,2350,14999,,FALSE,0.26052416462089223,26411,28750
Duvernay,Quebec,31195,26411,28750,212,X15000_19999,3410,19999,,FALSE,0.26052416462089223,26411,28750
Duvernay,Quebec,31195,26411,28750,212,X20000_24999,4045,24999,,FALSE,0.26052416462089223,26411,28750
Duvernay,Quebec,31195,26411,28750,212,X25000_29999,5910,29999,,FALSE,0.26052416462089223,26411,28750
Duvernay,Quebec,31195,26411,28750,212,X30000_39999,6505,39999,,FALSE,0.26052416462089223,26411,28750
Duvernay,Quebec,31195,26411,28750,212,X40000_and_over,6505,Inf,,FALSE,0.26052416462089223,26411,28750
Frontenac,Quebec,21380,21380,19535,207,Under_5000,1665,5000,,FALSE,0.3922158462883827,21380,19535
